&initial_activity(Bq)&increment_days(d)&reset_time(yr)&total_100_events_time(hr)
0&500&4&5&4080.78
1&1000&4&5&2086.96
2&1500&4&5&1439.42
3&2000&4&5&1128.1
4&2500&4&5&951.72
5&3000&4&5&843.69
6&3500&4&5&775.85
7&4000&4&5&734.48
8&4500&4&5&712.38
9&5000&4&5&705.61
10&5500&4&5&712.19
11&6000&4&5&731.33
12&6500&4&5&763.17
13&7000&4&5&808.59
14&7500&4&5&869.23
15&8000&4&5&947.46
