isotopes&outside_field_cage&inside_field_cage&in_LXE&deep&deep_peak\\
Th228&7&0.0&7&0.0&0.0\\
Ra224&464&40.0&504&0.0&0.0\\
Rn220&647&212.0&859&1.0&0.0\\
Po216&14&13.0&27&0.0&0.0\\
Pb212&6355&307.0&6662&0.0&0.0\\
Bi212&86929&98588.0&185517&1651.0&0.0\\
Tl208&1505412&3219035.0&4724447&123597.0&1262.0\\
