&initial_activity(Bq)&increment_days(d)&reset_time(yr)&total_100_events_time(hr)
0&500&1&4&10442.32
1&1000&1&4&5389.3
2&1500&1&4&3766.15
3&2000&1&4&2999.47
4&2500&1&4&2577.46
5&3000&1&4&2331.37
6&3500&1&4&2190.4
7&4000&1&4&2120.61
8&4500&1&4&2104.66
9&5000&1&4&2133.82
10&5500&1&4&2204.44
11&6000&1&4&2316.31
12&6500&1&4&2471.92
13&7000&1&4&2676.22
14&7500&1&4&2936.64
15&8000&1&4&3263.41
