&initial_activity(Bq)&increment_days(d)&reset_time(yr)&total_100_events_time(hr)
0&500&7&5&2336.7
1&1000&7&5&1195.02
2&1500&7&5&824.22
3&2000&7&5&645.96
4&2500&7&5&544.97
5&3000&7&5&483.11
6&3500&7&5&444.28
7&4000&7&5&420.61
8&4500&7&5&407.97
9&5000&7&5&404.13
10&5500&7&5&407.94
11&6000&7&5&418.96
12&6500&7&5&437.28
13&7000&7&5&463.4
14&7500&7&5&498.27
15&8000&7&5&543.27
