&initial_activity(Bq)&increment_days(d)&reset_time(yr)&total_100_events_time(hr)
0&500&15&1&97.85
1&1000&15&1&53.24
2&1500&15&1&39.94
3&2000&15&1&34.54
4&2500&15&1&32.46
5&3000&15&1&32.23
6&3500&15&1&33.31
7&4000&15&1&35.5
8&4500&15&1&38.76
9&5000&15&1&43.15
10&5500&15&1&48.84
11&6000&15&1&56.05
12&6500&15&1&65.1
13&7000&15&1&76.42
14&7500&15&1&90.54
15&8000&15&1&108.17
