&initial_activity(Bq)&increment_days(d)&reset_time(yr)&total_100_events_time(hr)
0&500&3&1&478.04
1&1000&3&1&260.04
2&1500&3&1&195.05
3&2000&3&1&168.61
4&2500&3&1&158.37
5&3000&3&1&157.2
6&3500&3&1&162.41
7&4000&3&1&172.97
8&4500&3&1&188.72
9&5000&3&1&209.98
10&5500&3&1&237.49
11&6000&3&1&272.37
12&6500&3&1&316.13
13&7000&3&1&370.78
14&7500&3&1&438.92
15&8000&3&1&523.88
